rank,Protein,BaitUnit,gamma3,pi1,pi2,pi3,rep1,rep2,gamma3_avg,FDR
1,EEF1A2,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,186.0,151.0,0.9999999999989999,1.000088900582341e-12
1,EEF1A2,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,226.0,103.0,0.9999999999989999,1.000088900582341e-12
1,EEF2,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,140.0,118.0,0.9999999999989999,1.000088900582341e-12
1,EEF2,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,154.0,131.0,0.9999999999989999,1.000088900582341e-12
1,EFTUD2,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,67.0,63.0,0.9999999999989999,1.000088900582341e-12
1,EFTUD2,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,85.0,86.0,0.9999999999989999,1.000088900582341e-12
1,EIF3A,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,163.0,127.0,0.9999999999989999,1.000088900582341e-12
1,EIF3A,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,218.0,156.0,0.9999999999989999,1.000088900582341e-12
1,EIF3B,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,79.0,64.0,0.9999999999989999,1.000088900582341e-12
1,EIF3B,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,102.0,81.0,0.9999999999989999,1.000088900582341e-12
1,EIF3C,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,74.0,57.0,0.9999999999989999,1.000088900582341e-12
1,EIF3C,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,76.0,68.0,0.9999999999989999,1.000088900582341e-12
1,EIF3E,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,65.0,56.0,0.9999999999989999,1.000088900582341e-12
1,EIF3E,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,62.0,49.0,0.9999999999989999,1.000088900582341e-12
1,EIF4A1,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,135.0,141.0,0.9999999999989999,1.000088900582341e-12
1,EIF4A1,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,186.0,154.0,0.9999999999989999,1.000088900582341e-12
1,EIF4A2,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,69.0,61.0,0.9999999999989999,1.000088900582341e-12
1,EIF4A2,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,95.0,77.0,0.9999999999989999,1.000088900582341e-12
1,EIF4G1,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,86.0,71.0,0.9999999999989999,1.000088900582341e-12
1,EIF4G1,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,120.0,97.0,0.9999999999989999,1.000088900582341e-12
1,EIF4G2,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,58.0,53.0,0.9999999999989999,1.000088900582341e-12
1,EIF4G2,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,65.0,63.0,0.9999999999989999,1.000088900582341e-12
1,ELP1,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,60.0,47.0,0.9999999999989999,1.000088900582341e-12
1,ELP1,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,72.0,49.0,0.9999999999989999,1.000088900582341e-12
1,ENO1,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,286.0,231.0,0.9999999999989999,1.000088900582341e-12
1,ENO1,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,335.0,198.0,0.9999999999989999,1.000088900582341e-12
1,EP400,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,78.0,51.0,0.9999999999989999,1.000088900582341e-12
